Region/Country/Economy,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Middle East,  0.8,  1.2,  2.0,  2.1,  3.9,  3.8,  3.9,  2.4,  3.4,  3.6,  3.0,  6.2,  7.9,  9.5,  10.1,  10.8,  11.3,  11.3,  11.1,  11.0,  12.7,  14.5,  17.1,  17.9,  19.3,  22.4,  24.4,  26.5,  26.1,  28.7,  31.4,  33.8,  34.5,  34.1,  34.3,  34.5,  36.5,  33.8
Albania,  1.2,  1.3,  1.4,  1.5,  1.6,  1.6,  1.7,  2.2,  2.7,  2.5,  2.6,  3.0,  3.2,  3.4,  3.7,  3.6,  3.8,  3.8,  3.7,  2.4,  1.4,  0.4,  0.2,  0.2,  0.1,  0.1,  0.0,  0.0,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1
Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  17.3,  15.4,  13.2,  11.5,  1.2,  1.4,  2.0,  6.4,  8.1,  7.9,  9.9,  9.7,  10.6,  10.9,  11.1,  11.7,  13.0,  13.6,  15.0
Bulgaria,  33.2,  34.1,  34.4,  33.7,  35.0,  32.3,  32.6,  34.3,  35.8,  37.8,  38.0,  40.1,  39.7,  39.8,  42.2,  41.9,  43.0,  40.5,  40.5,  36.8,  30.1,  30.1,  31.7,  29.9,  29.7,  29.9,  31.5,  29.6,  25.0,  25.3,  28.5,  26.2,  29.4,  28.4,  27.6,  28.0,  31.3,  30.5
Croatia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  3.4,  1.6,  1.4,  1.2,  0.7,  0.7,  0.6,  1.0,  0.9,  0.8,  1.7,  1.9,  2.3,  2.6,  2.7,  2.7,  2.5,  2.7,  2.8
Cyprus,-,  0.0,-,-,-,-,-,-,-,-,-,-,-,  0.1,  0.2,  0.1,  0.4,  0.2,  0.2,  0.2,  0.2,  0.1,  0.1,  0.2,  0.2,  0.2,  0.2,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.2,  0.1,  0.2,  0.1,  0.1
Gibraltar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FYR of Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  5.5,  5.5,  5.5,  5.5,  5.7,  5.9,  5.9,  5.5,  7.0,  6.1,  5.6,  6.1,  5.4,  6.1,  5.8,  6.1,  5.9,  6.0,  6.1
Malta,-,-,-,-,-,-,-,-,-,-,-,  0.1,  0.1,  0.2,  0.5,  0.3,  0.4,  0.5,  0.7,  0.7,  0.6,  0.5,  0.7,  0.5,  0.1,-,-,-,-,-,-,-,-,-,-,-,-,-
Romania,  31.2,  32.3,  35.4,  37.6,  38.0,  39.6,  39.2,  44.5,  47.8,  48.9,  51.6,  49.1,  56.9,  55.2,  57.6,  58.6,  63.3,  71.0,  68.0,  49.7,  43.2,  43.4,  38.7,  38.7,  40.5,  40.7,  35.1,  29.5,  25.3,  28.7,  30.7,  30.5,  33.9,  32.9,  33.2,  36.6,  36.1,  34.9
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  41.3,  35.6,  36.3,  33.6,  30.8,  36.2,  37.5,  38.6,  41.8,  30.9,  35.0,  33.8,  35.8,  38.3,  39.9,  30.6,  33.0,  33.2,  34.4
Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  8.2,  7.5,  7.0,  7.0,  5.7,  5.2,  5.4,  5.2,  4.9,  4.9,  4.7,  5.7,  5.9,  5.4,  5.5,  6.0,  6.4,  6.1,  6.2,  6.3,  6.4,  6.5,  6.2
Former Yugoslavia (if no detail),  35.8,  34.3,  36.9,  38.1,  40.5,  39.6,  40.4,  42.3,  42.4,  42.6,  54.3,  58.1,  65.1,  68.7,  72.4,  65.5,  60.7,  62.1,  65.0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Non-OECD Europe,  101.4,  101.9,  108.1,  110.9,  115.0,  113.1,  113.9,  123.1,  128.7,  131.7,  146.6,  150.3,  164.9,  167.6,  176.5,  186.5,  186.5,  192.3,  192.0,  163.1,  138.9,  136.2,  128.4,  112.9,  119.8,  121.7,  124.1,  123.1,  101.7,  111.9,  116.9,  117.4,  127.6,  127.4,  118.4,  125.7,  129.7,  130.1
Armenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  1.0,  0.5,  0.2,  0.0,  0.1,  0.0,  0.0,  0.0,  0.0,  0.0,-,-,  0.0,  0.0,-,-,  0.0,  0.0,-
Azerbaijan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  0.3,  0.3,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-,-,-,-,-,-,-,-,-,-
Belarus,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  9.3,  8.9,  7.8,  6.9,  5.6,  5.2,  5.2,  4.4,  4.2,  3.5,  3.6,  3.0,  2.7,  2.5,  2.3,  2.3,  2.2,  2.0,  1.9
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  24.0,  21.2,  17.3,  12.4,  12.1,  11.3,  11.8,  11.6,  11.1,  10.4,  10.5,  10.4,  10.1,  11.9,  11.9,  12.0,  10.6,  14.2,  12.9
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  2.2,  1.4,  0.9,  0.5,  0.5,  0.1,  0.0,  0.0,  0.1,  0.0,  0.0,  0.1,  0.1,  0.1,  0.0,  0.0,  0.0,  0.1,  0.2
Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  153.3,  153.5,  155.4,  142.3,  134.8,  111.1,  99.0,  82.5,  82.9,  77.1,  80.0,  83.4,  85.1,  94.3,  99.1,  99.7,  112.1,  111.0,  110.4
Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  10.0,  9.2,  4.0,  3.6,  3.4,  1.3,  1.9,  2.0,  2.0,  2.0,  1.9,  1.3,  2.0,  2.5,  2.4,  2.2,  2.0,  2.1,  2.2
Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  2.7,  2.4,  2.1,  2.0,  1.5,  1.1,  1.0,  0.9,  0.7,  0.5,  0.5,  0.5,  0.4,  0.3,  0.3,  0.3,  0.3,  0.4,  0.4
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  3.1,  3.5,  1.6,  1.4,  1.2,  1.0,  0.9,  0.7,  0.6,  0.5,  0.4,  0.4,  0.6,  0.7,  0.7,  0.8,  1.1,  1.0,  0.9
Republic of Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  7.8,  7.0,  4.1,  3.8,  3.8,  2.3,  2.0,  1.1,  1.0,  0.5,  0.4,  0.4,  0.4,  0.6,  0.3,  0.3,  0.3,  0.2,  0.3
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  687.1,  639.7,  570.2,  501.8,  458.2,  483.9,  485.3,  410.1,  404.4,  425.3,  441.4,  438.7,  428.2,  432.4,  407.3,  407.3,  437.2,  418.8,  421.7
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  2.5,  1.7,  1.1,  0.5,  0.1,  0.1,  0.0,  0.1,  0.1,  0.0,  0.0,  0.1,  0.1,  0.1,  0.2,  0.2,  0.2,  0.3,  0.4
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  1.2,  1.2,  1.0,  0.2,-,-,  0.2,-,-,-,-,-,-,-,-,-,-,-,-
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  283.0,  247.3,  245.2,  216.3,  172.5,  161.2,  125.7,  119.6,  119.8,  117.7,  116.3,  117.2,  121.0,  143.1,  127.6,  123.5,  141.1,  148.1,  144.8
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  13.7,  14.2,  10.1,  7.7,  7.8,  4.4,  4.7,  4.0,  4.2,  4.2,  5.1,  5.3,  5.2,  4.0,  4.8,  4.6,  4.9,  5.2,  5.1
Former Soviet Union (if no detail),  875.2,  917.6,  964.2,  993.5, 1 028.9, 1 047.9, 1 049.5, 1 109.6, 1 118.0, 1 141.8, 1 060.6, 1 034.6, 1 009.2,  996.7,  982.9, 1 002.0, 1 048.0, 1 065.9, 1 061.0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Former Soviet Union,  875.2,  917.6,  964.2,  993.5, 1 028.9, 1 047.9, 1 049.5, 1 109.6, 1 118.0, 1 141.8, 1 060.6, 1 034.6, 1 009.2,  996.7,  982.9, 1 002.0, 1 048.0, 1 065.9, 1 061.0, 1 201.2, 1 111.9, 1 021.3,  899.6,  801.5,  782.9,  737.9,  636.9,  631.0,  641.7,  660.2,  660.5,  656.0,  692.7,  656.9,  653.2,  712.2,  703.6,  701.2
Argentina,  3.5,  3.2,  3.0,  3.7,  3.7,  4.1,  3.5,  4.2,  3.6,  3.3,  3.3,  3.5,  3.1,  2.9,  3.7,  3.4,  3.5,  4.6,  4.2,  3.9,  3.6,  3.5,  3.6,  5.4,  4.9,  4.7,  4.4,  4.6,  4.5,  4.5,  3.8,  3.1,  3.3,  4.6,  5.2,  6.3,  6.5,  7.7
Bolivia,-,-,-,-,-,-,-,-,-,-,  0.1,  0.6,  0.7,  0.4,  0.2,  0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brazil,  7.0,  7.5,  7.4,  7.5,  8.7,  9.7,  12.7,  15.5,  16.8,  17.8,  18.4,  20.6,  22.6,  27.1,  30.1,  32.0,  33.7,  34.7,  34.4,  29.1,  34.8,  33.6,  34.5,  35.4,  36.7,  37.8,  39.2,  37.6,  39.7,  43.7,  44.2,  43.3,  44.5,  47.8,  47.7,  47.7,  49.3,  50.0
Chile,  5.0,  4.3,  4.5,  4.4,  3.5,  3.6,  3.8,  3.8,  4.2,  4.7,  4.7,  3.1,  3.7,  5.0,  4.8,  5.0,  4.8,  6.9,  9.0,  9.5,  7.7,  6.9,  6.8,  8.2,  8.7,  12.1,  15.7,  14.9,  15.3,  11.4,  8.9,  9.1,  8.8,  10.2,  10.0,  12.5,  14.5,  16.5
Colombia,  5.6,  5.6,  6.0,  7.3,  6.6,  7.2,  7.1,  7.6,  7.5,  7.5,  7.4,  7.1,  7.4,  7.7,  8.8,  9.6,  10.5,  9.7,  10.7,  10.7,  11.1,  11.6,  13.2,  12.5,  12.4,  10.5,  11.2,  10.7,  9.1,  11.4,  11.3,  10.7,  10.3,  8.7,  9.7,  8.9,  9.5,  9.6
Costa Rica,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-,-,-,-,-,  0.0,-,-,-,-,-,  0.1,  0.2,  0.2,  0.1,  0.2,  0.3,  0.3
Cuba,  0.4,  0.4,  0.3,  0.3,  0.3,  0.3,  0.4,  0.4,  0.4,  0.4,  0.5,  0.5,  0.5,  0.4,  0.7,  0.7,  0.7,  0.6,  0.7,  0.7,  0.7,  0.6,  0.6,  0.5,  0.6,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4,  0.4
Dominican Republic,-,-,-,-,-,-,-,-,-,-,-,-,  0.0,  0.0,  0.5,  0.1,  0.6,  0.2,  0.0,  0.0,  0.5,  0.4,  0.5,  0.1,  0.2,  0.2,  0.3,  0.6,  0.6,  0.2,  0.5,  0.6,  2.5,  1.9,  1.1,  2.0,  2.1,  2.2
Ecuador,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
El Salvador,-,-,-,-,-,-,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-,-,-,-,-,-,-,-,-,-,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-,-
Guatemala,-,-,-,-,-,-,-,-,-,  0.1,  0.1,  0.0,  0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.0,  0.5,  0.5,  0.9,  0.9,  1.1,  1.4,  1.5,  1.6,  1.6
Haiti,-,-,-,-,-,-,-,-,-,-,-,  0.1,  0.1,  0.1,  0.1,  0.0,  0.0,  0.1,  0.0,  0.0,  0.1,  0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Honduras,-,-,-,-,-,-,-,-,  0.0,-,  0.0,-,-,-,-,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.1,  0.3,  0.3,  0.3,  0.4,  0.4,  0.4,  0.5,  0.5,  0.5
Jamaica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.0,  0.1,  0.1,  0.0,  0.2,  0.1,  0.1,  0.1,  0.2,  0.2,  0.2,  0.2,  0.2,  0.1,  0.2,  0.2,  0.2,  0.1,  0.1,  0.1,  0.1
Netherlands Antilles,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicaragua,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Panama,  0.0,  0.0,  0.0,  0.0,  0.0,-,-,-,-,-,-,-,-,-,  0.1,  0.1,  0.1,  0.0,  0.0,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.3,  0.1,  0.1,  0.1,  0.1,  0.2,  0.1,-,-,-,-,-,-
Paraguay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peru,  0.5,  0.4,  0.6,  0.6,  0.6,  0.5,  0.5,  0.5,  0.5,  0.6,  0.6,  0.6,  0.5,  0.4,  0.7,  0.8,  0.7,  0.7,  0.7,  0.6,  1.0,  1.3,  1.3,  1.3,  1.4,  1.5,  1.5,  1.7,  1.6,  2.4,  2.2,  3.0,  2.9,  3.3,  3.5,  3.0,  4.1,  3.7
Trinidad and Tobago,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Uruguay,  0.1,  0.1,  0.1,  0.1,  0.1,  0.0,  0.1,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Venezuela,  0.6,  0.6,  1.1,  0.8,  1.0,  0.7,  1.0,  0.3,  0.7,  0.6,  0.6,  0.4,  0.5,  0.5,  0.7,  0.8,  1.1,  0.7,  2.0,  1.8,-,  0.0,  0.1,  0.2,  0.0,  0.1,  0.1,  3.8,  0.1,  0.5,  0.2,  0.1,  0.2,-,  0.1,  0.1,  0.2,  0.1
Other Latin America,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.0,  0.0,  0.0,-,-,-,-,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Latin America,  22.7,  22.2,  23.1,  24.8,  24.5,  26.2,  29.2,  32.5,  33.7,  35.2,  35.7,  36.5,  39.2,  44.7,  50.5,  52.5,  55.6,  58.3,  62.2,  56.7,  59.5,  58.4,  60.9,  64.0,  65.1,  67.9,  73.1,  74.6,  71.7,  75.7,  72.5,  71.8,  74.7,  78.7,  79.9,  83.2,  89.0,  92.9
Bangladesh,  0.4,  0.4,  0.5,  0.4,  0.5,  0.5,  0.5,  0.5,  0.4,  0.5,  0.5,  0.6,  0.3,  0.1,  0.2,  0.3,  0.5,  0.5,  0.5,  1.1,  0.3,  0.3,  0.1,  0.1,  1.2,  0.7,  1.3,  0.4,  0.2,  1.3,  1.4,  1.4,  1.4,  1.4,  1.4,  1.8,  1.7,  2.4
Brunei Darussalam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chinese Taipei,  10.0,  10.2,  9.0,  8.3,  8.4,  8.3,  8.3,  9.6,  11.9,  14.7,  13.7,  12.3,  18.1,  22.8,  26.4,  33.4,  36.2,  41.2,  43.9,  42.6,  47.2,  54.4,  59.7,  63.0,  64.5,  73.6,  83.5,  90.5,  95.0,  111.1,  119.8,  128.1,  138.0,  142.0,  146.8,  154.1,  160.6,  153.0
India,  142.6,  146.2,  144.4,  162.3,  176.1,  190.1,  190.1,  179.6,  194.5,  206.0,  231.2,  246.5,  262.7,  284.3,  294.6,  319.7,  343.0,  361.5,  383.3,  406.3,  439.2,  461.7,  480.0,  499.3,  528.0,  555.4,  582.7,  578.8,  615.2,  635.1,  651.0,  666.9,  682.6,  745.3,  782.1,  844.6,  909.9,  977.7
Indonesia,  0.5,  0.5,  0.3,  0.4,  0.5,  0.4,  0.5,  0.5,  0.6,  0.8,  0.7,  0.7,  0.7,  0.7,  1.5,  5.7,  7.5,  8.3,  10.7,  11.7,  13.3,  13.5,  13.1,  16.8,  17.5,  21.8,  32.1,  35.3,  43.5,  49.0,  61.6,  63.7,  65.9,  79.2,  90.1,  114.2,  132.9,  145.1
DPR of Korea,  64.9,  66.3,  67.5,  69.7,  72.5,  77.8,  82.9,  86.1,  91.7,  97.5,  100.9,  106.2,  110.7,  113.9,  119.0,  117.2,  111.6,  113.1,  112.1,  106.1,  101.9,  90.6,  83.4,  77.1,  70.9,  61.5,  60.4,  54.5,  61.4,  65.7,  67.8,  64.6,  66.2,  67.7,  71.4,  73.3,  59.7,  66.7
Malaysia,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.1,  0.1,  0.2,  0.3,  0.3,  0.7,  0.8,  1.1,  0.8,  1.0,  0.8,  3.4,  4.0,  4.6,  4.7,  4.8,  4.6,  4.8,  6.1,  4.7,  4.9,  5.8,  6.9,  8.7,  10.9,  15.9,  22.2,  26.7,  28.3,  34.3,  38.0
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,  9.4,  10.3,  11.1,  11.7,  11.2,  10.2,  12.7,  11.3,  10.0,  9.0,  9.0,  7.4,  7.3,  7.2,  7.3,  7.5,  7.5,  8.0,  7.5,  7.5,  7.9,  8.8,  9.0,  8.9
Myanmar,  0.6,  0.4,  0.2,  0.4,  0.6,  0.5,  0.5,  0.6,  0.6,  0.6,  0.6,  0.6,  0.6,  0.6,  0.6,  0.6,  0.3,  0.2,  0.2,  0.3,  0.3,  0.2,  0.1,  0.1,  0.1,  0.0,  0.1,  0.1,  0.2,  0.2,  0.2,  0.2,  0.3,  0.4,  0.4,  0.5,  0.5,  0.5
Nepal,  0.0,  0.1,  0.2,  0.2,  0.1,  0.0,  0.0,  0.0,  0.2,  0.2,  0.1,  0.2,  0.3,  0.3,  0.0,  0.2,  0.2,  0.2,  0.0,  0.2,  0.2,  0.1,  0.1,  0.3,  0.3,  0.2,  0.2,  0.2,  0.9,  1.0,  1.1,  0.5,  0.7,  0.6,  1.0,  1.0,  1.0,  1.1
Pakistan,  2.5,  2.4,  2.2,  2.1,  2.2,  1.9,  2.2,  2.2,  2.6,  2.9,  3.3,  4.0,  3.8,  4.2,  5.2,  5.4,  5.6,  6.4,  6.2,  7.5,  7.1,  7.4,  8.0,  7.3,  8.4,  8.1,  7.3,  7.7,  7.3,  7.2,  7.9,  9.1,  12.3,  15.6,  15.4,  17.0,  22.2,  17.6
Philippines,  0.1,  0.1,  0.1,  0.2,  0.2,  0.3,  0.9,  1.1,  1.2,  1.4,  1.1,  1.4,  2.5,  3.7,  4.7,  3.8,  4.3,  5.0,  4.3,  5.5,  6.4,  5.9,  6.4,  7.3,  7.8,  10.3,  12.7,  13.6,  15.2,  20.7,  20.1,  19.1,  19.7,  20.9,  22.7,  23.0,  25.2,  27.5
Singapore,  0.0,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.2,  0.3,  0.3
Sri Lanka,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.3,  0.1,  0.3,  0.2,  0.2,  0.2
Thailand,  0.5,  0.4,  0.4,  0.6,  0.6,  0.6,  0.6,  0.8,  1.7,  1.9,  2.1,  2.7,  2.6,  3.2,  6.5,  6.9,  8.8,  9.6,  11.7,  16.1,  19.0,  20.3,  22.7,  25.7,  29.4,  35.6,  35.6,  29.9,  31.3,  31.4,  36.3,  38.0,  38.5,  43.5,  46.9,  49.8,  56.0,  60.3
Vietnam,  5.6,  4.2,  6.0,  7.2,  10.0,  9.4,  10.4,  10.4,  10.7,  9.2,  10.2,  11.3,  11.4,  11.4,  11.3,  12.5,  13.9,  13.0,  10.5,  9.0,  8.7,  8.7,  8.4,  9.3,  13.4,  14.4,  18.3,  18.5,  17.0,  17.6,  20.3,  22.2,  23.5,  33.6,  32.8,  36.5,  39.9,  47.5
Other Asia,  4.1,  3.6,  3.7,  3.9,  4.3,  4.5,  5.0,  5.8,  6.0,  7.7,  7.1,  7.5,  7.8,  8.5,  0.9,  0.9,  0.9,  0.9,  0.9,  0.8,  0.8,  0.6,  0.5,  0.5,  0.5,  0.9,  0.8,  0.9,  0.9,  1.3,  1.5,  1.7,  1.7,  1.6,  1.9,  1.5,  1.6,  1.8
Asia,  231.9,  234.6,  234.6,  255.8,  276.2,  294.5,  302.0,  297.4,  322.3,  343.6,  372.0,  394.4,  422.2,  454.7,  481.6,  518.0,  544.9,  572.4,  599.1,  621.6,  661.8,  680.0,  697.5,  720.6,  756.0,  796.3,  847.2,  842.7,  901.5,  956.2, 1 005.5, 1 034.7, 1 074.6, 1 181.7, 1 247.9, 1 354.9, 1 455.1, 1 548.5
People's Rep. of China,  677.9,  709.9,  721.5,  714.4,  837.9,  842.2,  964.1, 1 096.5, 1 122.8, 1 125.0, 1 128.4, 1 191.3, 1 258.8, 1 387.2, 1 435.4, 1 514.3, 1 635.5, 1 760.8, 1 831.1, 1 889.3, 1 976.9, 2 058.6, 2 208.2, 2 329.5, 2 538.9, 2 682.1, 2 586.6, 2 623.0, 2 477.9, 2 433.1, 2 460.3, 2 642.1, 3 094.0, 3 699.0, 4 170.0, 4 637.9, 5 002.6, 5 432.3
"Hong Kong, China",  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.1,  0.2,  0.2,  0.2,  0.3,  2.7,  7.5,  10.4,  12.8,  15.5,  19.2,  21.3,  22.8,  24.4,  26.2,  28.2,  30.6,  24.0,  24.4,  20.4,  15.7,  18.5,  15.8,  17.7,  20.5,  22.2,  26.9,  26.9,  27.2,  28.6,  30.7,  28.5
China,  678.0,  710.1,  721.6,  714.5,  838.1,  842.3,  964.3, 1 096.7, 1 123.0, 1 125.2, 1 128.8, 1 193.9, 1 266.3, 1 397.6, 1 448.1, 1 529.8, 1 654.7, 1 782.1, 1 853.9, 1 913.7, 2 003.1, 2 086.8, 2 238.8, 2 353.4, 2 563.2, 2 702.5, 2 602.4, 2 641.4, 2 493.6, 2 450.9, 2 480.9, 2 664.2, 3 120.9, 3 725.9, 4 197.3, 4 666.5, 5 033.2, 5 460.8
European Union - 27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.., 1 735.7, 1 656.9, 1 543.7, 1 455.4, 1 425.5, 1 401.4, 1 402.7, 1 335.9, 1 284.3, 1 209.8, 1 240.5, 1 246.5, 1 232.3, 1 274.8, 1 273.6, 1 236.3, 1 273.2, 1 276.4, 1 180.9
